id|content|labels
Whirlpool_AWO_D_8510__Opinion_1492059|control electronico display digital programa rápido programa especial pieza grande categoria energético|5
Whirlpool_AWO_D_8512__Opinion_1457694|centrifugado variable peso neto programa rápido forma rápido programa especial|5
Whirlpool_AWO_D_8512__Opinion_1546472|lavadora distinto resultado malo módulo electrónico garantía completo componente electrónico cabeza innecesario|4
Whirlpool_AWO_D_8512__Opinion_1569442|programa completo agua necesario gasto energético|5
Whirlpool_AWO_D_8512__Opinion_1636921| |5
Whirlpool_AWO_D_8512__Opinion_1710645|carga superior ocasión anterior carga frontal carga frontal detergente igual|5
Whirlpool_AWO_D_8512__Opinion_1766967|mia excelente tapadera frontal|5
Whirlpool_AWO_D_AS_128__Opinion_1494869|control electronico display digital programa rapido programa especial pieza grande clasificacion energetica|5
Whirlpool_AWT_2250_3__Opinion_977393|agua increíble programa rápido|1
Whirlpool_AWT_2259__Opinion_1063128|carga superior moderado aunke espacio pequeño unico gran gama sencillo mas recomendable|4
Whirlpool_AWT_2286__Opinion_950919|revolución correcto prenda delicado garantia adicional garantia total consumo energético|4
Whirlpool_AWT_5088_3__Opinion_986840|carga superior|4
Whirlpool_AWT_5090__Opinion_1281257|ropa sucio sistema antivibración aclarado extra centrifugado suave|5
Whirlpool_AWT_5090__Opinion_1362399|electromecanica blanco ropa apretas|4
Whirlpool_AWT_5090__Opinion_1365091|lavadora sencillo aclarado extra centrifugado suave|4
Whirlpool_AWT_5090__Opinion_1704975|tara estético carga superior clasificación energético revolución justo|3
Whirlpool_AWT_5096_1__Opinion_1063768|panel frontal programa rapido carga superior|5
Whirlpool_AWT_5096_1__Opinion_1100886|carga superior eficiencia energético carga superior carga frontal carga superior mercado secador carga superior|4
Whirlpool_AWT_5096_1__Opinion_1147197|carga superior nivel maximo|4
Whirlpool_AWT_8125_2__Opinion_1153803|plaqueta controlador falla electrónico país argentino mas caro plaqueta controlador falla electrónico plaqueta controlador capacitor cerámico|2
Whirlpool_AWT_8125_2__Opinion_1264890|tiempo largo|2
Whirlpool_AWZ612__Opinion_2134925|casa pqeueñita carga solo carga frontal pantalla digital aislamiento acústico secado variable lavado variable|3
Whirlpool_FL_5085__Opinion_1008422| |1
Whirlpool_FL_5085__Opinion_967152|carga frontal lavado rapido lavado rapido programa especial ropa impoluto|5
White_Westinghouse_LW_110__Opinion_1115863|producto nuevo|4
Zanussi_EWY_1106__Opinion_2139412|capacidad máximo razón principal parte superior programa siguiente ropa delicado súper fácil|5
Zanussi_FA_1025_E__Opinion_1271544| |5
Zanussi_FA_1035_E__Opinion_1006651|labor diario energia necesario centrifugado excesivo control total vibración excesivo|4
Zanussi_FA_1035_E__Opinion_1113056|eficiencia energetica compra fabuloso|4
Zanussi_FA_1035_E__Opinion_1209384|marca xxx información general dato técnico información junto eficiencia energético precio medio lugar bueno lavado rápido lavado rápido eficiencia energético eficiencia energético lavado disponible carga frontal carga superior carga frontal realidad solo lavadora nuevo ruido infernal precio razonable|5
Zanussi_FA_1035_E__Opinion_1290368|comentario anterior|4
Zanussi_FA_1035_E__Opinion_1328919|garantia oficinal coche particular|5
Zanussi_FA_1035_E__Opinion_2004878|carga frontal mas mayor|4
Zanussi_FA_1055__Opinion_1160259|lavado rapido gama medio sonido agudo lavadora antiguo|2
Zanussi_FA_1074__Opinion_1035203|confianza ciego tema serio tema lavador botón innecesario|5
Zanussi_FA_621__Opinion_1573465|carga frontal color blanco carga variable consumo máximo electricidad kw motobomba autolimpiable dia siguiente|5
Zanussi_FA_621__Opinion_2135818|mecanismo basico resistencia impecable|5
Zanussi_FCS_1020_C__Opinion_1387184|clasificación energético característica importante equilibrio inteligente panel frontal tamaño menor tamaño estándar gama blanco|4
Zanussi_FE_1027_G__Opinion_2004907|eficiencia energético carga frontal plástico duro tiempo restante sistema anti lavado completo lavadora sencillo característica sencillo|3
Zanussi_FLS_622_C__Opinion_1114266|medida ancho ropa sintetica centrifugado maxima carga frontal lavado suavizante|4
Zanussi_FL_1015__Opinion_1081197|lavadora analógico lavadora digital electrodoméstico digital ropa delicado velocidad inferior programa especial ropa delicado consumo energético programa específico programa espciales momento justo característica similar garantía prorrogable|5
Zanussi_FL_1015__Opinion_967969|característica exacto|5
Zanussi_FL_1018_E__Opinion_1506225|control electrónico mando mecánico eficiencia energético usuario normal|5
Zanussi_FL_1090_ALU__Opinion_1060289|electrodoméstico corriente diseño similar parte frontal colada inteligente grado centígrado agua frío sistema europeo lavado profundo manera continuo control electrónico carga superior acero inoxidable acero inoxidable acero inoxidable|5
Zanussi_FL_1090_ALU__Opinion_1092608|control electronico|5
Zanussi_FL_1108__Opinion_972070|carga frontal agua frío agua caliente agua caliente ropa interior|5
Zanussi_FL_1290__Opinion_1083175|ropa blanco lavadora descalzo cosa salio modelo anterior mas rapido lavadora genial|5
Zanussi_FL_708__Opinion_1011479|programamas largo mas barato ropa listo|5
Zanussi_FL_908__Opinion_1066691|uso continuo|2
Zanussi_FL_908__Opinion_972251|negocio familiar instalación eléctrico menaje necesario permiso correspondiente publicidad local oferta promocional decisión heroico lavadora propio visita infructuoso trastero pequeño carga frontal carga superior gama medo gama medio carga frontal control eléctrico lavadora resistente|4
Zanussi_Progress_ZWG_3106__Opinion_2140658|blanco luminoso vistazo rápido gente inexperto tamaño mediano súper lavador casa pequeño prenda impoluto|5
Zanussi_ZWA_5110__Opinion_1366968|programa general ropa limpio|4
Zanussi_ZWF1106__Opinion_1989593|mueble rústico dicho electrodoméstico color blanco parte frontal número verde lavado solo|3
Zanussi_ZWF1106__Opinion_2081706|carga frontal acero inox gama medio|4
Zanussi_ZWF16381W__Opinion_2088509|vida útil agua frío parte frontal característica especial lavado total|5
Zanussi_ZWF_250__Opinion_1387875| |3
Zanussi_ZWF_250__Opinion_1435915|resultado efectivo lavado rápido|4
Zanussi_ZWF_3100__Opinion_1122796|carga superior carga superior ropa sucio carga frontal ropa sucio agua justo|5
Zanussi_ZWF_380__Opinion_1145001|publicidad gratuito cartel gigante importe total mas caro rueda clasica capacidad maxima chiste barato programa distinto|5
Zanussi_ZWF_380__Opinion_1186834|modelo inferior secado normal puerta frontal funcion principal|4
Zanussi_ZWF_5100__Opinion_2086343|corporación sueco uso doméstico placa vitrocerámicas carga frontal lavadora semanal eficiencia energético color blanco ropa listo tiempo restante|4
Zanussi_ZWF_580__Opinion_1608968|electrodoméstico nuevo parte frontal luz rojo elección erronea programa anterior velocidad maxima tejido sintécticos tejido delicado función destacable mas electrodomesticos|4
Zanussi_ZWF_6115__Opinion_1821869|ruleta grande botón pequeño botón pequeño tejido delicado ropa blanco ropa normal tejido delicado ropa blanco planchado fácil|5
Zanussi_ZWF_6115__Opinion_1848041|servicio técnico|3
Zanussi_ZWF_6115__Opinion_2132589|cuadro eléctrico servicio técnico|1
Zanussi_ZWF_6115__Opinion_2141466|semana máximo cilindro metálico tambor metálico forma cilíndrico tambor metálico tambor metálico pedazo interno vida útil|1
Zanussi_ZWF_6115__Opinion_2143865|factor importante compra ideal consumo energético|5
Zanussi_ZWF_682__Opinion_1784025|compra económico revolución normal programa corto colada largo dosificación correcto programa corto lavado corto lavado delicado anomalía extraño planchado fácil garantía europeo potencia total carga máximo|3
Zanussi_ZWG1120M__Opinion_2004923|acero inoxidable visor digital lavado completo lavadora sencillo|4
Zanussi_ZWG1121P__Opinion_1998073|cantidad considerable|4
Zanussi_ZWG6100K__Opinion_2052233|forma positivo programa rápido carga maxima|5
Zanussi_ZWG7100K__Opinion_2130331|función específico planchado fácil ahorro físico carga frontal parte superior consumo energético|5
Zanussi_ZWG7120P__Opinion_2084482|acero inoxidable acceso directo parte superior|4
Zanussi_ZWG_1100P__Opinion_2001929|capacidad máximo clasificación energético control electrónico sistema antiespuma|4
Zanussi_ZWG_1100_M__Opinion_1848791|calidad extraordinario sistema digital|5
Zanussi_ZWG_1100_M__Opinion_1848845| |4
Zanussi_ZWG_1100_M__Opinion_2007536|cliente contento móvil directo|5
Zanussi_ZWG_3100__Opinion_1637828|clase energetica lavado economico|3
Zanussi_ZWG_3100__Opinion_1652423|amilisegundo rapido ropa suave yd elicada experiencia propio|5
Zanussi_ZWG_3105__Opinion_1115656|maldito lavador maldito lavador lavado distinto|2
Zanussi_ZWG_3105__Opinion_1130624| |5
Zanussi_ZWG_3105__Opinion_1137213|familia numeroso|4
Zanussi_ZWG_3105__Opinion_1230638|servicio técnico contrapeso interno|3
Zanussi_ZWG_3105__Opinion_1386116| |3
Zanussi_ZWG_3105__Opinion_1607871| |4
Zanussi_ZWG_3105__Opinion_2002462|carga frontal|3
Zanussi_ZWG_3120__Opinion_1474740|hogar conyugal ropa deportivo opcion frio programa basico planchado facil energia electrica|4
Zanussi_ZWG_3120__Opinion_1589928|vez diario niño pequeño pala plástico familia menor programa económico r.p.m. máximo agua frío climatología adverso servicio técnico prenda pequeño|4
Zanussi_ZWG_3120__Opinion_1675345|servicio técnico humedad ambiental|2
Zanussi_ZWG_3120__Opinion_1778055|opción disponible ruido fuerte servicio técnico anteriories mw|1
Zanussi_ZWG_3120__Opinion_2019899|tarjeta electrónico servicio tecnico|2
Zanussi_ZWG_3125__Opinion_1109506|control electrónico funcionamiento silencioso|5
Zanussi_ZWG_3125__Opinion_1124032| |5
Zanussi_ZWG_3125__Opinion_1182060|ropa delicado mas rapido|3
Zanussi_ZWG_3125__Opinion_1187353|lavadora nuevo niño pequeño clase energético ropa delicado ventaja enorme ropa seco|5
Zanussi_ZWG_3125__Opinion_1191532|tipo frigorífico mínimo posible gasto mínimo|4
Zanussi_ZWG_3125__Opinion_1191892|consumo energético carga frontal|4
Zanussi_ZWG_3125__Opinion_1209435|gente mayor|3
Zanussi_ZWG_3125__Opinion_1214675|prenda delicado lavado largo|4
Zanussi_ZWG_3125__Opinion_1216319|lavarropas nuevo lavarropas lleno mancha difícil clasificación energético sistema electrónico material especial centímetro ancho|5
Zanussi_ZWG_3125__Opinion_1263930|lavadora nuevo parecio bueno mas barato|4
Zanussi_ZWG_3125__Opinion_1653752|elemento externo energía eléctrico carga excesivo avería casual mes posterior pieza necesario|1
Zanussi_ZWG_3125__Opinion_1831914|ruido horrible programa económico lavadora nuevo|1
Zanussi_ZWG_3125__Opinion_1909960|agua frío lavadora nuevo herramienta especial circuito entero respuesta estándar marca ajeno componente defectuoso|1
Zanussi_ZWG_3129__Opinion_1648594|servicio técnico aparato nuevo|1
Zanussi_ZWG_3129__Opinion_1940282|uso excesivo modelo majo mas silencioso servicio tecnico lavado rápido|2
Zanussi_ZWG_6100__Opinion_2053262|lavadora económico producto interesante marca blanco consumo eléctrico|4
Zanussi_ZWG_6100__Opinion_2053335|año mejor cosa serio|5
Zanussi_ZWG_6100__Opinion_2088494|líder mundial sistema profesional compañía fundador aparato doméstico crecimiento exponencial nivel internacional compañía sueco zona frontal función específico humedad residual planchado fácil cosa básico tiempo duro lavadora antiguo lavadora estupendo tambor excelente|5
Zanussi_ZWG_6100__Opinion_2116160|personal técnico cliente contento móvil directo|5
Zanussi_ZWG_6100__Opinion_2120262|móvil directo horno pirolitico frigorifico americano congelador horizontal frigorifico americano placa vitroceramica|5
Zanussi_ZWG_6100__Opinion_2127742|ropa sucio ropa limpio lavadora anterior agua frío programa perfecto|5
Zanussi_ZWG_6100__Opinion_2128272|recargo azanussiuno móvil directo horno pirolitico frigorifico americano congelador horizontal frigorifico americano placa vitroceramica|5
Zanussi_ZWG_6100__Opinion_2128412|móvil directo horno pirolitico frigorifico americano congelador horizontal frigorifico americano placa vitroceramica|5
Zanussi_ZWG_6100__Opinion_2131059|mas barato mas caro control electrico sistema antiespuma dato relevante|4
Zanussi_ZWG_6100__Opinion_2131122|ropa limpio programa corto sera malo|3
Zanussi_ZWG_6100__Opinion_2133753|lavado diario tamaño normal trabajo todavia|4
Zanussi_ZWG_6100__Opinion_2134175|móvil directo horno pirolitico frigorifico americano congelador horizontal frigorifico americano placa vitroceramica|5
Zanussi_ZWG_6100__Opinion_2134603|servicio tecnico electrodomesticos actual|3
Zanussi_ZWG_6100__Opinion_2138054|móvil directo horno pirolitico frigorifico americano congelador horizontal frigorifico americano placa vitroceramica|5
Zanussi_ZWG_6100__Opinion_2138089|precio importante mas barato condición normal|5
Zanussi_ZWG_6100__Opinion_2138343| |4
Zanussi_ZWG_6100__Opinion_2141218|móvil directo horno pirolitico frigorifico americano congelador horizontal frigorifico americano placa vitroceramica|5
Zanussi_ZWG_6100__Opinion_2143032|móvil directo horno pirolitico frigorifico americano congelador horizontal frigorifico americano placa vitroceramica|5
Zanussi_ZWG_6100__Opinion_2144603|recargo azanussiuno móvil directo horno pirolitico frigorifico americano congelador horizontal frigorifico americano placa vitroceramica|5
Zanussi_ZWG_6105__Opinion_1809791|oferta puntual marca blanco modelo superior prelavado solo manejo sencillo límite máximo lavado corto ropa limpio programa corto tiempo máximo carga completo carga máximo|5
Zanussi_ZWG_6105__Opinion_2096540|función rápido ropa interior|4
Zanussi_ZWG_7105_X__Opinion_2127961|color gris mas atractivo cosa importante clase energético lavado automático diseño frontal cero inoxidable|4
Zanussi_ZWH6103P__Opinion_2084641|icono corrspondiente|4
Zanussi_ZWH7103P__Opinion_2090056|carga frontal clase energético característica principal electricidad nocturno|4
Zanussi_ZWH7123P__Opinion_2135348|programa especial prenda delicado prenda sintético agua frío agua caliente información útil tiempo restante programa largo ciclo corto lavadora eficaz|5
